2.0001, 2.00005
2.0002, 2.0001
2.0003, 2.00015
2.0004, 2.0002
2.0005, 2.00025
2.0006, 2.0003
2.0007, 2.00035
2.0008, 2.0004
2.0009, 2.00045
2.001, 2.0005
2.0011, 2.00055
2.0012, 2.0006
2.0013, 2.00065
2.0014, 2.0007
2.0015, 2.00075
2.0016, 2.0008
2.0017, 2.00085
2.0018, 2.0009
2.0019, 2.00095
2.002, 2.001
2.0021, 2.00105
2.0022, 2.0011
2.0023, 2.00115
2.0024, 2.0012
2.0025, 2.00125
2.0026, 2.0013
2.0027, 2.00135
2.0028, 2.0014
2.0029, 2.00145
2.003, 2.0015
2.0031, 2.00155
2.0032, 2.0016
2.0033, 2.00165
2.0034, 2.0017
2.0035, 2.00175
2.0036, 2.0018
2.0037, 2.00185
2.0038, 2.0019
2.0039, 2.00195
2.004, 2.002
2.0041, 2.00205
2.0042, 2.0021
2.0043, 2.00215
2.0044, 2.0022
2.0045, 2.00225
2.0046, 2.0023
2.0047, 2.00235
2.0048, 2.0024
2.0049, 2.00245
2.005, 2.0025
2.0051, 2.00255
2.0052, 2.0026
2.0053, 2.00265
2.0054, 2.0027
2.0055, 2.00275
2.0056, 2.0028
2.0057, 2.00285
2.0058, 2.0029
2.0059, 2.00295
2.006, 2.003
2.0061, 2.00305
2.0062, 2.0031
2.0063, 2.00315
2.0064, 2.00319
2.0065, 2.00324
2.0066, 2.00329
2.0067, 2.00334
2.0068, 2.00339
2.0069, 2.00344
2.007, 2.00349
2.0071, 2.00354
2.0072, 2.00359
2.0073, 2.00364
2.0074, 2.00369
2.0075, 2.00374
2.0076, 2.00379
2.0077, 2.00384
2.0078, 2.00389
2.0079, 2.00394
2.008, 2.00399
2.0081, 2.00404
2.0082, 2.00409
2.0083, 2.00414
2.0084, 2.00419
2.0085, 2.00424
2.0086, 2.00429
2.0087, 2.00434
2.0088, 2.00439
2.0089, 2.00444
2.009, 2.00449
2.0091, 2.00454
2.0092, 2.00459
2.0093, 2.00464
2.0094, 2.00469
2.0095, 2.00474
2.0096, 2.00479
2.0097, 2.00484
2.0098, 2.00489
2.0099, 2.00494
2.01, 2.00499
2.0101, 2.00504
2.0102, 2.00509
2.0103, 2.00514
2.0104, 2.00519
2.0105, 2.00524
2.0106, 2.00529
2.0107, 2.00534
2.0108, 2.00539
2.0109, 2.00544
2.011, 2.00548
2.0111, 2.00553
2.0112, 2.00558
2.0113, 2.00563
2.0114, 2.00568
2.0115, 2.00573
2.0116, 2.00578
2.0117, 2.00583
2.0118, 2.00588
2.0119, 2.00593
2.012, 2.00598
2.0121, 2.00603
2.0122, 2.00608
2.0123, 2.00613
2.0124, 2.00618
2.0125, 2.00623
2.0126, 2.00628
2.0127, 2.00633
2.0128, 2.00638
2.0129, 2.00643
2.013, 2.00648
2.0131, 2.00653
2.0132, 2.00658
2.0133, 2.00663
2.0134, 2.00668
2.0135, 2.00673
2.0136, 2.00678
2.0137, 2.00683
2.0138, 2.00688
2.0139, 2.00693
2.014, 2.00698
2.0141, 2.00703
2.0142, 2.00707
2.0143, 2.00712
2.0144, 2.00717
2.0145, 2.00722
2.0146, 2.00727
2.0147, 2.00732
2.0148, 2.00737
2.0149, 2.00742
2.015, 2.00747
2.0151, 2.00752
2.0152, 2.00757
2.0153, 2.00762
2.0154, 2.00767
2.0155, 2.00772
2.0156, 2.00777
2.0157, 2.00782
2.0158, 2.00787
2.0159, 2.00792
2.016, 2.00797
2.0161, 2.00802
2.0162, 2.00807
2.0163, 2.00812
2.0164, 2.00817
2.0165, 2.00822
2.0166, 2.00827
2.0167, 2.00832
2.0168, 2.00836
2.0169, 2.00841
2.017, 2.00846
2.0171, 2.00851
2.0172, 2.00856
2.0173, 2.00861
2.0174, 2.00866
2.0175, 2.00871
2.0176, 2.00876
2.0177, 2.00881
2.0178, 2.00886
2.0179, 2.00891
2.018, 2.00896
2.0181, 2.00901
2.0182, 2.00906
2.0183, 2.00911
2.0184, 2.00916
2.0185, 2.00921
2.0186, 2.00926
2.0187, 2.00931
2.0188, 2.00936
2.0189, 2.00941
2.019, 2.00946
2.0191, 2.0095
2.0192, 2.00955
2.0193, 2.0096
2.0194, 2.00965
2.0195, 2.0097
2.0196, 2.00975
2.0197, 2.0098
2.0198, 2.00985
2.0199, 2.0099
2.02, 2.00995
2.0201, 2.01
2.0202, 2.01005
2.0203, 2.0101
2.0204, 2.01015
2.0205, 2.0102
2.0206, 2.01025
2.0207, 2.0103
2.0208, 2.01035
2.0209, 2.0104
2.021, 2.01045
2.0211, 2.01049
2.0212, 2.01054
2.0213, 2.01059
2.0214, 2.01064
2.0215, 2.01069
2.0216, 2.01074
2.0217, 2.01079
2.0218, 2.01084
2.0219, 2.01089
2.022, 2.01094
