200, 200
200, 200
200, 200
200, 200
200.001, 200
200.001, 200
200.001, 200
200.001, 200
200.001, 200
200.001, 200
200.001, 200
200.001, 200
200.001, 200
200.001, 200
200.002, 200
200.002, 200
200.002, 200
200.002, 200
200.002, 200
200.002, 200
200.002, 200
200.002, 200
200.002, 200
200.002, 200
200.003, 200
200.003, 200
200.003, 200
200.003, 200
200.003, 200
200.003, 200
200.003, 200
200.003, 200
200.003, 200
200.003, 200
200.004, 200
200.004, 200
200.004, 200
200.004, 200
200.004, 200
200.004, 200
200.004, 200
200.004, 200
200.004, 200
200.004, 200
200.005, 200
200.005, 200
200.005, 200
200.005, 200
200.005, 200
200.005, 200
200.005, 200
200.005, 200
200.005, 200
200.005, 200
200.006, 200
200.006, 200
200.006, 200
200.006, 200
200.006, 200
200.006, 200
200.006, 200
200.006, 200
200.006, 200
200.006, 200
200.007, 200
200.007, 200
200.007, 200
200.007, 200
200.007, 200
200.007, 200
200.007, 200
200.007, 200
200.007, 200
200.007, 200
200.008, 200
200.008, 200
200.008, 200
200.008, 200
200.008, 200
200.008, 200
200.008, 200
200.008, 200
200.008, 200
200.008, 200
200.009, 200
200.009, 200
200.009, 200
200.009, 200
200.009, 200
200.009, 200
200.009, 200
200.009, 200
200.009, 200
200.009, 200
200.01, 200
200.01, 200
200.01, 200
200.01, 200
200.01, 200
200.01, 200
200.01, 200
200.01, 200
200.01, 200
200.01, 200
200.011, 200
200.011, 200
200.011, 200
200.011, 200
200.011, 200
200.011, 200
200.011, 200
200.011, 200
200.011, 200
200.011, 200
200.012, 200
200.012, 200
200.012, 200
200.012, 200
200.012, 200
200.012, 200
200.012, 200
200.012, 200
200.012, 200
200.012, 200
200.013, 200
200.013, 200
200.013, 200
200.013, 200
200.013, 200
200.013, 200
200.013, 200
200.013, 200
200.013, 200
200.013, 200
200.014, 200
200.014, 200
200.014, 200
200.014, 200
200.014, 200
200.014, 200
200.014, 200
200.014, 200
200.014, 200
200.014, 200
200.015, 200
200.015, 200
200.015, 200
200.015, 200
200.015, 200
200.015, 200
200.015, 200
200.015, 200
200.015, 200
200.015, 200
200.016, 200
200.016, 200
200.016, 200
200.016, 200
200.016, 200
200.016, 200
200.016, 200
200.016, 200
200.016, 200
200.016, 200
200.017, 200
200.017, 200
200.017, 200
200.017, 200
200.017, 200
200.017, 200
200.017, 200
200.017, 200
200.017, 200
200.017, 200
200.018, 200
200.018, 200
200.018, 200
200.018, 200
200.018, 200
200.018, 200
200.018, 200
200.018, 200
200.018, 200
200.018, 200
200.019, 200
200.019, 200
200.019, 200
200.019, 200
200.019, 200
200.019, 200
200.019, 200
200.019, 200
200.019, 200
200.019, 200
200.02, 200
200.02, 200
200.02, 200
200.02, 200
200.02, 200
200.02, 200
200.02, 200
200.02, 200
200.02, 200
200.02, 200
200.021, 200
200.021, 200
200.021, 200
200.021, 200
200.021, 200
200.021, 200
200.021, 200
200.021, 200
200.021, 200
200.021, 200
200.022, 200
200.022, 200
200.022, 200
200.022, 200
200.022, 200
200.022, 200
200.022, 200
200.022, 200
200.022, 200
200.022, 200
200.023, 200
200.023, 200
200.023, 200
200.023, 200
200.023, 200
200.023, 200
200.023, 200
200.023, 200
200.023, 200
200.023, 200
200.024, 200
200.024, 200
200.024, 200
200.024, 200
200.024, 200
200.024, 200
200.024, 200
200.024, 200
200.024, 200
200.024, 200
200.025, 200
200.025, 200
200.025, 200
200.025, 200
200.025, 200
200.025, 200
200.025, 200
200.025, 200
200.025, 200
200.025, 200
200.026, 200
200.026, 200
200.026, 200
200.026, 200
200.026, 200
200.026, 200
200.026, 200
200.026, 200
200.026, 200
200.026, 200
200.027, 200
200.027, 200
200.027, 200
200.027, 200
200.027, 200
200.027, 200
200.027, 200
200.027, 200
200.027, 200
200.027, 200
200.028, 200
200.028, 200
200.028, 200
200.028, 200
200.028, 200
200.028, 200
200.028, 200
200.028, 200
200.028, 200
200.028, 200
200.029, 200
200.029, 200
200.029, 200
200.029, 200
200.029, 200
200.029, 200
200.029, 200
200.029, 200
200.029, 200
200.029, 200
200.03, 200
200.03, 200
200.03, 200
200.03, 200
200.03, 200
200.03, 200
200.03, 200
200.03, 200
200.03, 200
200.03, 200
200.031, 200
200.031, 200
200.031, 200
200.031, 200
200.031, 200
200.031, 200
200.031, 200
200.031, 200
200.031, 200
200.031, 200
200.032, 200
200.032, 200
200.032, 200
200.032, 200
200.032, 200
200.032, 200
200.032, 200
200.032, 200
200.032, 200
200.032, 200
200.033, 200
200.033, 200
200.033, 200
200.033, 200
200.033, 200
200.033, 200
200.033, 200
200.033, 200
200.033, 200
200.033, 200
200.034, 200
200.034, 200
200.034, 200
200.034, 200
200.034, 200
200.034, 200
200.034, 200
200.034, 200
200.034, 200
200.034, 200
200.035, 200
200.035, 200
200.035, 200
200.035, 200
200.035, 200
200.035, 200
200.035, 200
200.035, 200
200.035, 200
200.035, 200
200.036, 200
200.036, 200
200.036, 200
200.036, 200
200.036, 200
200.036, 200
200.036, 200
200.036, 200
200.036, 200
200.036, 200
200.037, 200
200.037, 200
200.037, 200
200.037, 200
200.037, 200
200.037, 200
200.037, 200
200.037, 200
200.037, 200
200.037, 200
200.038, 200
200.038, 200
200.038, 200
200.038, 200
200.038, 200
200.038, 200
200.038, 200
200.038, 200
200.038, 200
200.038, 200
200.039, 200
200.039, 200
200.039, 200
200.039, 200
200.039, 200
200.039, 200
200.039, 200
200.039, 200
200.039, 200
200.039, 200
200.04, 200
200.04, 200
200.04, 200
200.04, 200
200.04, 200
200.04, 200
200.04, 200
200.04, 200
200.04, 200
200.04, 200
200.041, 200
200.041, 200
200.041, 200
200.041, 200
200.041, 200
200.041, 200
200.041, 200
200.041, 200
200.041, 200
200.041, 200
200.042, 200
200.042, 200
200.042, 200
200.042, 200
200.042, 200
200.042, 200
200.042, 200
200.042, 200
200.042, 200
200.042, 200
200.043, 200
200.043, 200
200.043, 200
200.043, 200
200.043, 200
200.043, 200
200.043, 200
200.043, 200
200.043, 200
200.043, 200
200.044, 200
200.044, 200
200.044, 200
200.044, 200
200.044, 200
200.044, 200
200.044, 200
200.044, 200
200.044, 200
200.044, 200
200.045, 200
200.045, 200
200.045, 200
200.045, 200
200.045, 200
200.045, 200
200.045, 200
200.045, 200
200.045, 200
200.045, 200
200.046, 200
200.046, 200
200.046, 200
200.046, 200
200.046, 200
200.046, 200
200.046, 200
200.046, 200
200.046, 200
